Sample	Individual	TMT11Plex	Well_location	Plate_location	Treatment	Drug_first	Product.Name	Pathway	Name	ATC	Level_4	Level_3	Level_2	Level_1	synonym	smiles	drug	ATC_colours	Selected_N
V52_P1H5	V52	V52_P1H	P1H5	P1	Drug	Azithromycin	Azithromycin	Anti-infection; Autophagy	Azithromycin	J01FA10	J01FA	J01F	J01	J	"['Azithromycin', 'Azithromycine', 'Azithromycinum', 'Azitromicina']"	C[C@@H]([C@@H]([C@@](C(O[C@@H]([C@@](C)(O)[C@@H]1O)CC)=O)([H])C)O[C@@](O[C@@H](C)[C@@H]2O)([H])C[C@@]2(C)OC)[C@H]([C@](O)(C[C@H](CN([C@@H]1C)C)C)C)O[C@@](O[C@H](C)C[C@@H]3N(C)C)([H])[C@@H]3O	Azithromycin	aa7aa1	xOthers
V52_P2A2	V52	V52_P2A	P2A2	P2	Drug	Venlafaxine	Venlafaxine	Neuronal Signaling	Venlafaxine	N06AX16	N06AX	N06A	N06	N	"['Venlafaxina', 'Venlafaxine', 'Venlafaxinum']"	OC1(C(C2=CC=C(OC)C=C2)CN(C)C)CCCCC1.Cl	Venlafaxine (hydrochloride)	1f6e9c	xOthers
V52_P2A4	V52	V52_P2A	P2A4	P2	Drug	D-Valine	D-Valine	Metabolic Enzyme/Protease	D-Valine	NA	NA	NA	NA	Unclassified	NA	CC(C)[C@@H](N)C(O)=O	D-Valine	grey	xOthers
V52_P2B2	V52	V52_P2B	P2B2	P2	Drug	Levonorgestrel	Levonorgestrel	Others	Levonorgestrel	G03AB03	G03FA	G03F	G03	G	"['(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one', '(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one', '13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one', '13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one', '13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one', '17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one', '17-alpha-Ethynyl-13-ethyl-19-nortestosterone', '17-Ethynyl-18-methyl-19-nortestosterone', '17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol', '17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one', '17alpha-Ethynyl-18-homo-19-nortestosterone', '18-Methyl-17-alpha-ethynyl-19-nortestosterone', '18-Methylnorethisterone', 'd(-)-Norgestrel', 'L√®vonorgestrel', 'Levonorgestrel', 'Levonorgestrelum']"	O=C1CC[C@]2([H])[C@@]3([H])CC[C@]4(CC)[C@@](C#C)(O)CC[C@@]4([H])[C@]3([H])CCC2=C1	Levonorgestrel	de597c	xOthers
V52_P2B4	V52	V52_P2B	P2B4	P2	Drug	Diacerein	Diacerein	Immunology/Inflammation	Diacerein	M01AX21	M01AX	M01A	M01	M	['Diacere√≠na']	O=C(C(C=C1C2=O)=CC(OC(C)=O)=C1C(C3=C2C=CC=C3OC(C)=O)=O)O	Diacerein	633372	xOthers
V52_P2B8	V52	V52_P2B	P2B8	P2	Drug	Clofazimine	Clofazimine	Anti-infection	Clofazimine	J04BA01	J04BA	J04B	J04	J	"['Clofazimin', 'Clofazimina', 'Clofazimine', 'Clofaziminum', 'Riminophenazine']"	CC(/N=C1C(NC2=CC=C(Cl)C=C2)=CC3=NC4=C(C=CC=C4)N(C5=CC=C(Cl)C=C5)C3=C/1)C	Clofazimine	aa7aa1	xOthers
V52_P2C2	V52	V52_P2C	P2C2	P2	Drug	Tamoxifen	Tamoxifen	Apoptosis; Autophagy; Cell Cycle/DNA Damage; Metabolic Enzyme/Protease; Others	Tamoxifen	L02BA01	L02BA	L02B	L02	L	"['(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine', '(Z)-2-(para-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine', '1-p-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene', '1-para-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene', 'Tamoxifen', 'Tamoxif√®ne', 'Tamoxifene', 'Tamoxifeno', 'Tamoxifenum', 'trans-Tamoxifen']"	CC/C(C1=CC=CC=C1)=C(C2=CC=C(OCCN(C)C)C=C2)\C3=CC=CC=C3	Tamoxifen	9f5691	xOthers
V52_P2C4	V52	V52_P2C	P2C4	P2	Drug	Varenicline	Varenicline	Membrane Transporter/Ion Channel; Neuronal Signaling	Varenicline	N07BA03	N07BA	N07B	N07	N	"['Vareniclina', 'Varenicline', 'Vareniclinum']"	C12=C(C=C3N=CC=NC3=C2)C4CC1CNC4	Varenicline	1f6e9c	xOthers
V52_P2C5	V52	V52_P2C	P2C5	P2	Drug	Iloperidone	Iloperidone	GPCR/G Protein; Neuronal Signaling	Iloperidone	N05AX14	N05AX	N05A	N05	N	"['1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1- piperidinyl]propoxy]-3-methoxyphenyl]ethanone', 4'-(3-(4-(6-fluoro-1,2-benzisoxazol-3-yl)piperidino)propoxy)-3'-methoxyacetophenone, 'Iloperidona', 'Ilop√©ridone', 'Iloperidone', 'Iloperidonum']"	CC(C1=CC=C(OCCCN2CCC(C3=NOC4=C3C=CC(F)=C4)CC2)C(OC)=C1)=O	Iloperidone	1f6e9c	xOthers
V52_P2C8	V52	V52_P2C	P2C8	P2	Drug	Amoxapine	Amoxapine	Others	Amoxapine	N06AA17	N06AA	N06A	N06	N	"['2-Chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine', 'Amoxapin', 'Amoxapina', 'Amoxapine', 'Amoxapinum', 'Amoxepine', 'Desmethylloxapin']"	ClC1=CC=C(OC2=CC=CC=C2N=C3N4CCNCC4)C3=C1	Amoxapine	1f6e9c	Selectedv52
V52_P2C9	V52	V52_P2C	P2C9	P2	Drug	L-Tryptophan	L-Tryptophan	Metabolic Enzyme/Protease	Tryptophan	N06AX02	N06AX	N06A	N06	N	"['(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid', '(S)-alpha-Amino-beta-(3-indolyl)-propionic acid', '(S)-Tryptophan', '(S)-α-amino-1H-indole-3-propanoic acid', 'L-(-)-Tryptophan', 'L-(−)-tryptophan', 'L-Tryptophan', 'L-β-3-indolylalanine', 'Triptofano', 'Trp', 'Tryptophan', 'Tryptophane', 'Tryptophanum', 'W']"	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O	L-Tryptophan	1f6e9c	xOthers
V52_P2D4	V52	V52_P2D	P2D4	P2	Drug	Asenapine	Asenapine	GPCR/G Protein; Neuronal Signaling	Asenapine	N05AH05	N05AH	N05A	N05	N	"['asenapina', 'Asenapine']"	ClC1=CC=C2OC3=CC=CC=C3[C@@](C4)([H])[C@](CN4C)([H])C2=C1	Asenapine	1f6e9c	xOthers
V52_P2D9	V52	V52_P2D	P2D9	P2	Drug	Linezolid	Linezolid	Anti-infection	Linezolid	J01XX08	J01XX	J01X	J01	J	"['Linezolid', 'Linezolide', 'Linezolidum', 'N-(((S)-3-(3-Fluoro-4-morpholinophenyl)-2-oxo-5-oxazolidinyl)methyl)acetamide']"	O=C(O[C@H]1CNC(C)=O)N(C1)C2=CC(F)=C(N3CCOCC3)C=C2	Linezolid	aa7aa1	xOthers
V52_P2E3	V52	V52_P2E	P2E3	P2	Drug	Capsaicin	Capsaicin	Autophagy; Membrane Transporter/Ion Channel; Neuronal Signaling	Capsaicin	M02AB01	M02AB	M02A	M02	M	"['(E)-8-Methyl-N-vanillyl-6-nonenamide', 'Capsaicin', 'Capsaicina', 'Isodecenoic acid vanillylamide', 'trans-8-Methyl-N-vanillyl-6-nonenamide']"	CC(C)/C=C/CCCCC(NCC1=CC=C(O)C(OC)=C1)=O	Capsaicin	1f6e9c	xOthers
V52_P2E4	V52	V52_P2E	P2E4	P2	Drug	Nimodipine	Nimodipine	Autophagy; Membrane Transporter/Ion Channel; Neuronal Signaling	Nimodipine	C08CA06	C08CA	C08C	C08	C	"[2,6-dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-Œ≤-methoxyethyl ester 5-isopropyl ester, 'isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylate', 'isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(m-nitrophenyl)-3,5-pyridinedicarboxylate', 'Nimodipine', 'Nimodipino', 'Nimodipinum']"	O=C(C1=C(C)NC(C)=C(C(OC(C)C)=O)C1C2=CC=CC([N+]([O-])=O)=C2)OCCOC	Nimodipine	d8443c	xOthers
V52_P2E5	V52	V52_P2E	P2E5	P2	Drug	Nitisinone	Nitisinone	Immunology/Inflammation; Metabolic Enzyme/Protease; NF-Œ∫B	Nitisinone	A16AX04	A16AX	A16A	A16	A	"['2-(alpha,alpha,alpha-Trifluoro-2-nitro-p-tuluoyl)-1,3-cyclohexanedione', 'Nitisinona', 'Nitisinone', 'Nitisinonum']"	O=C1C(C(C2=CC=C(C(F)(F)F)C=C2[N+]([O-])=O)=O)C(CCC1)=O	Nitisinone	f4c40f	xOthers
V52_P2E6	V52	V52_P2E	P2E6	P2	Drug	Piperacillin	Piperacillin	Anti-infection	Piperacillin	J01CA12	J01CA	J01C	J01	J	"['(2S,5R,6R)-6-{[(2R)-2-{[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Piperacilina', 'Piperacillin', 'Piperacillin anhydrous', 'Piperacillina', 'Pip√©racilline', 'Piperacillinum']"	O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC([C@H](NC(N3C(C(N(CC)CC3)=O)=O)=O)C4=CC=CC=C4)=O)N1C2=O)O[Na]	Piperacillin (sodium)	aa7aa1	xOthers
V52_P2F11	V52	V52_P2F	P2F11	P2	Drug	Entacapone	Entacapone	Metabolic Enzyme/Protease; Neuronal Signaling	Entacapone	N04BX02	N04BX	N04B	N04	N	"['(E)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide', 'Entacapona', 'Entacapone', 'Entacaponum', 'N,N-diethyl-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl) acrylamide']"	O=C(N(CC)CC)/C(C#N)=C/C1=CC([N+]([O-])=O)=C(O)C(O)=C1	Entacapone	1f6e9c	xOthers
V52_P2F2	V52	V52_P2F	P2F2	P2	Drug	Oxaprozin	Oxaprozin	Immunology/Inflammation; NF-Œ∫B	Oxaprozin	M01AE12	M01AE	M01A	M01	M	"['Oxaprozin', 'Oxaprozina', 'Oxaprozine', 'Oxaprozinum']"	O=C(O)CCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1	Oxaprozin	633372	xOthers
V52_P2F5	V52	V52_P2F	P2F5	P2	Drug	Atomoxetine	Atomoxetine	Others	Atomoxetine	N06BA09	N06BA	N06B	N06	N	"['(-)-Tomoxetine', 'Atomoxetina', 'Atomoxetine', 'Tomoxetina', 'Tomoxetine', 'Tomoxetinum']"	CC1=CC=CC=C1O[C@@H](C2=CC=CC=C2)CCNC.[H]Cl	Atomoxetine (hydrochloride)	1f6e9c	xOthers
V52_P2F6	V52	V52_P2F	P2F6	P2	Drug	Rasagiline	Rasagiline	Apoptosis; Autophagy; Neuronal Signaling	Rasagiline	N04BD02	N04BD	N04B	N04	N	"['(1R)-N-propargylindan-1-amine', '(R)-indan-1-yl-prop-2-ynyl-amine', '(R)-N-2-Propynyl-1-indanamine', 'RAS', 'Rasagilina', 'Rasagiline']"	CS(=O)(O)=O.C#CCN[C@H]1C2=CC=CC=C2CC1	Rasagiline (mesylate)	1f6e9c	xOthers
V52_P2F9	V52	V52_P2F	P2F9	P2	Drug	Clemastine	Clemastine	Autophagy; GPCR/G Protein; Immunology/Inflammation; Neuronal Signaling	Clemastine	D04AA14	D04AA	D04A	D04	D	"['(+)-(2R)-2-(2-(((R)-p-chloro-Œ±-methyl-Œ±-phenylbenzyl)oxy)ethyl)-1-methylpyrrolidine', '(+)-(2R)-2-[2-[[(R)-p-chloro-Œ±-methyl-Œ±-phenylbenzyl]oxy]ethyl]-1-methylpyrrolidine', 'Clemastina', 'Clemastine', 'Clemastinum']"	CN1[C@@H](CCO[C@](C2=CC=CC=C2)(C3=CC=C(Cl)C=C3)C)CCC1.O=C(O)/C=C/C(O)=O	Clemastine (fumarate)	2b9b81	xOthers
V52_P2G2	V52	V52_P2G	P2G2	P2	Drug	Carvedilol	Carvedilol	Autophagy; GPCR/G Protein; Neuronal Signaling	Carvedilol	C07AG02	C07AG	C07A	C07	C	"['(+-)-1-(Carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol', 'Carv√©dilol', 'Carvedilol', 'Carvedilolum']"	OC(CNCCOC1=CC=CC=C1OC)COC2=CC=CC(N3)=C2C4=C3C=CC=C4	Carvedilol	d8443c	xOthers
V52_P2G4	V52	V52_P2G	P2G4	P2	Drug	Escitalopram	Escitalopram	Neuronal Signaling	Escitalopram	N06AB10	N06AB	N06A	N06	N	"['(+)-Citalopram', '(S)-Citalopram', 'Escitalopram', 'Escitalopramum', 'S-(+)-Citalopram', 'S(+)-Citalopram']"	FC1=CC=C([C@@]2(CCCN(C)C)C(C=CC(C#N)=C3)=C3CO2)C=C1.O=C(O)C(O)=O	Escitalopram (oxalate)	1f6e9c	xOthers
V52_P2G5	V52	V52_P2G	P2G5	P2	Drug	HydrocortisoneAcetate	HydrocortisoneAcetate	GPCR/G Protein; Metabolic Enzyme/Protease	Hydrocortisone acetate	A07EA02	A07EA	A07E	A07	A	"['21-O-acetylcortisol', 'Cortisol 21-acetate', 'Hydrocortisone 21-acetate']"	C[C@@]12[C@](C(COC(C)=O)=O)(O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O	Hydrocortisone acetate	9b3441	xOthers
V52_P2G6	V52	V52_P2G	P2G6	P2	Drug	Levosimendan	Levosimendan	Autophagy; Membrane Transporter/Ion Channel; Metabolic Enzyme/Protease	Levosimendan	C01CX08	C01CX	C01C	C01	C	"['L√©vosimendan', 'Levosimendan', 'Levosimend√°n', 'Levosimendanum']"	O=C1C[C@@H](C)C(C2=CC=C(N/N=C(C#N)\C#N)C=C2)=NN1	Levosimendan	d8443c	xOthers
V52_P2G8	V52	V52_P2G	P2G8	P2	Drug	Saxagliptin	Saxagliptin	Metabolic Enzyme/Protease	Saxagliptin	A10BH03	A10BH	A10B	A10	A	"['(1S,3S,5S)-2-((2S)-Amino(3-hydroxytricyclo(3.3.1.13,7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile', 'Saxagliptin', 'Saxagliptin anhydrous', 'Saxagliptina']"	N[C@@H]([C@](C[C@H](C1)C2)(C[C@@H]1C3)C[C@]23O)C(N([C@@H](C4)C#N)[C@@H]5[C@H]4C5)=O	Saxagliptin	f4c40f	xOthers
V52_P2H5	V52	V52_P2H	P2H5	P2	Drug	Doxepin	Doxepin	GPCR/G Protein; Immunology/Inflammation; Metabolic Enzyme/Protease; Neuronal Signaling	Doxepin	N06AA12	D04AX	D04A	D04	D	"['Doxepin', 'Doxepina', 'Doxepinum']"	CN(C)CC/C=C1C2=CC=CC=C2OCC3=CC=CC=C/13.Cl	Doxepin (Hydrochloride)	9b3441	xOthers
V52_P2H6	V52	V52_P2H	P2H6	P2	Drug	Tinidazole	Tinidazole	Anti-infection	Tinidazole	P01AB02	P01AB	P01A	P01	P	"['1-(2-(Ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole', 'Timidazole', 'Tinidazol', 'Tinidazole', 'Tinidazolum']"	CC1=NC=C([N+]([O-])=O)N1CCS(=O)(CC)=O	Tinidazole	grey	xOthers
V52_P2H8	V52	V52_P2H	P2H8	P2	Drug	Ridinilazole	Ridinilazole	Anti-infection	Ridinilazole	NA	NA	NA	NA	Unclassified	[]	C1(C2=CC=NC=C2)=NC3=CC(C4=CC=C5C(N=C(C6=CC=NC=C6)N5)=C4)=CC=C3N1	Ridinilazole	d8443c	xOthers
V52_P3A3	V52	V52_P3A	P3A3	P3	Drug	Ginsenoside	Ginsenoside	Anti-infection; Autophagy; Immunology/Inflammation; Membrane Transporter/Ion Channel; NF-Œ∫B	Ginsenoside Rb1	NA	NA	NA	NA	Unclassified	"['Arasaponin E1', 'GRb 1', 'Gynosaponin C', 'Gypenoside III', 'Panax saponin E', 'Pseudoginsenoside D', 'Sanchinoside E1']"	C[C@@]([C@@]12C)(CC[C@@]3([H])C4(C)C)[C@@](C[C@@H](O)[C@]1([H])[C@]([C@@](CC/C=C(C)/C)(C)O[C@@H]([C@@H]([C@@H](O)[C@@H]5O)O)O[C@@H]5CO[C@@H]([C@@H]([C@@H](O)[C@@H]6O)O)O[C@@H]6CO)([H])CC2)([H])[C@]3(CC[C@@H]4O[C@@](O[C@H](CO)[C@@H](O)[C@@H]7O)([H])[C@@H]7O[C@]([C@@H]([C@@H](O)[C@@H]8O)O)([H])O[C@@H]8CO)C	Ginsenoside Rb1	2b9b81	xOthers
V52_P3A4	V52	V52_P3A	P3A4	P3	Drug	Diflunisal	Diflunisal	Immunology/Inflammation	Diflunisal	N02BA11	N02BA	N02B	N02	N	"['2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid', 2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid, '5-(2,4-difluorophenyl)salicylic acid', 'Diflunisal', 'Diflunisalum']"	O=C(C1=CC(C2=CC=C(F)C=C2F)=CC=C1O)O	Diflunisal	1f6e9c	xOthers
V52_P3A6	V52	V52_P3A	P3A6	P3	Drug	Dolasetron	Dolasetron	GPCR/G Protein; Neuronal Signaling	Dolasetron	A04AA04	A04AA	A04A	A04	A	"['Dolasetron', 'Dolas√©tron', 'Dolasetronum']"	O=C(C1=CNC2=C1C=CC=C2)O[C@@H]3C[C@@](CC4C5)([H])[N@](CC4=O)[C@@]5([H])C3	Dolasetron	f4c40f	xOthers
V52_P3A7	V52	V52_P3A	P3A7	P3	Drug	Spironolactone	Spironolactone	Autophagy; Others	Spironolactone	C03DA01	C03DA	C03D	C03	C	"['Espironolactona', 'Spironolactone', 'Spironolactonum', 'Spironolattone']"	C[C@@]12[C@](OC3=O)(CC3)CC[C@@]1([H])[C@@]([C@@H](CC4=CC5=O)SC(C)=O)([H])[C@]([C@]4(CC5)C)([H])CC2	Spironolactone	d8443c	xOthers
V52_P3A9	V52	V52_P3A	P3A9	P3	Drug	Tolazamide	Tolazamide	Others	Tolazamide	A10BB05	A10BB	A10B	A10	A	"['1-(Hexahydro-1-azepinyl)-3-p-tolylsulfonylurea', '1-(Hexahydro-1H-azepin-1-yl)-3-(p-tolylsulfonyl)urea', '4-(p-Tolylsulfonyl)-1,1-hexamethylenesemicarbazide', N-(p-Toluenesulfonyl)-N'-hexamethyleniminourea, 'Tolazamid', 'Tolazamida', 'Tolazamide', 'Tolazamidum']"	O=S(C1=CC=C(C)C=C1)(NC(NN2CCCCCC2)=O)=O	Tolazamide	f4c40f	xOthers
V52_P3B11	V52	V52_P3B	P3B11	P3	Drug	Docosahexaenoic	Docosahexaenoic	Metabolic Enzyme/Protease	Doconexent	NA	NA	NA	NA	Unclassified	"['(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid', '22:6-4, 7,10,13,16,19', '22:6(n-3)', '4,7,10,13,16,19-docosahexaenoic acid', 'all-cis-4,7,10,13,16,19-docosahexaenoic acid', 'all-cis-DHA', 'cervonic acid', 'DHA', 'Doconexent', 'docosa-4,7,10,13,16,19-hexaenoic acid', 'Docosahexaenoic acid']"	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(O)=O	Docosahexaenoic Acid	fe9b00	xOthers
V52_P3B4	V52	V52_P3B	P3B4	P3	Drug	Sertraline	Sertraline	Neuronal Signaling	Sertraline	N06AB06	N06AB	N06A	N06	N	"['(+)-Sertraline', '(1S-cis)-1,2,3,4-tetrahydro-4-(3,4-dichlorophenyl)-N-methyl-1-naphthalenamine', '(1S,4S)-sertraline', 'cis-(+)-sertraline', 'Sertralina', 'Sertraline', 'Sertralinum']"	CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C3=C1C=CC=C3.Cl	Sertraline (hydrochloride)	1f6e9c	Selectedv52
V52_P3B9	V52	V52_P3B	P3B9	P3	Drug	Fluvoxamine	Fluvoxamine	Neuronal Signaling	Fluvoxamine	N06AB08	N06AB	N06A	N06	N	"['Fluvoxamina', 'Fluvoxamine', 'Fluvoxaminum']"	O=C(O)/C=C\C(O)=O.FC(C1=CC=C(/C(CCCCOC)=N/OCCN)C=C1)(F)F	Fluvoxamine (maleate)	1f6e9c	Selectedv52
V52_P3C11	V52	V52_P3C	P3C11	P3	Drug	Tolcapone	Tolcapone	Metabolic Enzyme/Protease; Neuronal Signaling	Tolcapone	N04BX01	N04BX	N04B	N04	N	"['(3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone', 3,4-dihydroxy-4'-methyl-5-nitrobenzophenone, 3,4-dihydroxy-5-nitro-4'-methylbenzophenone, 4'-methyl-3,4-dihydroxy-5-nitrobenzophenone, 'Tolcapon', 'Tolcapona', 'Tolcapone', 'Tolcaponum']"	O=C(C1=CC(O)=C(O)C([N+]([O-])=O)=C1)C2=CC=C(C)C=C2	Tolcapone	1f6e9c	xOthers
V52_P3C2	V52	V52_P3C	P3C2	P3	Drug	Entinostat	Entinostat	Apoptosis; Autophagy; Cell Cycle/DNA Damage; Epigenetics	Entinostat	L01XH05	L01XH	L01X	L01	L	"['Entinostat', 'Entinostatum', 'N-(2-aminophenyl)-4-(N-(pyridin-3-ylmethoxycarbonyl)aminomethyl)benzamide', 'N-[[4-[(2-aminoanilino)-oxomethyl]phenyl]methyl]carbamic acid 3-pyridinylmethyl ester']"	O=C(NCC1=CC=C(C=C1)C(NC2=CC=CC=C2N)=O)OCC3=CC=CN=C3	Entinostat	9f5691	xOthers
V52_P3C4	V52	V52_P3C	P3C4	P3	Drug	Mefloquine	Mefloquine	Anti-infection; Autophagy	Mefloquine	P01BF02	P01BF	P01B	P01	P	"['[(R*,S*)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol', 'alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol', 'Mefloquin', 'Mefloquina', 'M√©floquine', 'Mefloquine', 'Mefloquinum']"	O[C@H]([C@]1([H])NCCCC1)C2=CC(C(F)(F)F)=NC3=C(C(F)(F)F)C=CC=C32.[H]Cl	Mefloquine (hydrochloride)	grey	xOthers
V52_P3D11	V52	V52_P3D	P3D11	P3	Drug	Clomiphene	Clomiphene	Others	Clomifene	G03GB02	G03GB	G03G	G03	G	"['2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethylethanamine', '2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine', '2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine', 'Clomifene', 'Clomifeno', 'Clomifenum', 'Clomiphene']"	Cl/C(C1=CC=CC=C1)=C(C2=CC=CC=C2)/C3=CC=C(OCCN(CC)CC)C=C3.OC(CC(O)=O)(C(O)=O)CC(O)=O	Clomiphene (citrate)	de597c	xOthers
V52_P3D2	V52	V52_P3D	P3D2	P3	Drug	Anacardic	Anacardic	Anti-infection; Epigenetics	Anacardic	NA	NA	NA	NA	Unclassified	NA	O=C(O)C1=C(CCCCCCCCCCCCCCC)C=CC=C1O	Anacardic Acid	grey	xOthers
V52_P3D4	V52	V52_P3D	P3D4	P3	Drug	Raltegravir	Raltegravir	Anti-infection; Metabolic Enzyme/Protease	Raltegravir	J05AX08	J05AX	J05A	J05	J	['Raltegravir']	O=C(C(O)=C(C(NCC1=CC=C(C=C1)F)=O)N=C2C(C)(C)NC(C3=NN=C(C)O3)=O)N2C	Raltegravir	aa7aa1	xOthers
V52_P3E4	V52	V52_P3E	P3E4	P3	Drug	Miglitol	Miglitol	Others	Miglitol	A10BF02	A10BF	A10B	A10	A	"['Miglitol', 'Miglitolum']"	O[C@@H]1[C@@H](CO)N(CCO)C[C@H](O)[C@H]1O	Miglitol	f4c40f	xOthers
V52_P3E5	V52	V52_P3E	P3E5	P3	Drug	Chenodeoxycholic	Chenodeoxycholic	Autophagy; Metabolic Enzyme/Protease	Chenodeoxycholic acid	A05AA01	A05AA	A05A	A05	A	"['3alpha,7alpha-Dihydroxy-5beta-cholanic acid', '7Œ±-hydroxylithocholic acid', 'Acide chenodeoxycholique', 'Acido chenodeoxicholico', 'Acidum chenodeoxycholicum', 'Anthropodeoxycholic acid', 'Anthropodesoxycholic acid', 'CDCA', 'Chenic acid', 'Chenocholic acid', 'Chenodeoxycholate', 'Chenodeoxycholic acid', 'Chenodesoxycholic acid', 'Chenodiol', 'Gallodesoxycholic acid']"	O=C(O)CC[C@@H](C)[C@]1([H])[C@]2(C)[C@](CC1)([H])[C@]3([H])[C@H](O)C[C@@](C4)([H])[C@@](CC[C@H]4O)(C)[C@]([H])3CC2	Chenodeoxycholic Acid	f4c40f	xOthers
V52_P3E6	V52	V52_P3E	P3E6	P3	Drug	Ticarcillin	Ticarcillin	Anti-infection	Ticarcillin	J01CA13	J01CA	J01C	J01	J	"['(2S,5R,6R)-6-{[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', 'Ticarcilina', 'Ticarcillin', 'Ticarcilline', 'Ticarcillinum', 'Œ±-carboxy-3-thienylmethylpenicillin']"	O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC(C(C(O[Na])=O)C3=CSC=C3)=O)N1C2=O)O[Na]	Ticarcillin (disodium)	aa7aa1	xOthers
V52_P3F4	V52	V52_P3F	P3F4	P3	Drug	Dienestrol	Dienestrol	Others	Dienestrol	G03CB01	G03CC	G03C	G03	G	"[4,4'-Hydroxy-Œ≥,Œ¥-diphenyl-Œ≤,Œ¥-hexadiene, 'alpha-dienestrol diacetate', 'Cycladiene', 'Dehydrostilbestrol', 'Dienestrol', 'Di√®nestrol', 'Dienestrolum', p,p'-(Diethylideneethylene)diphenol]"	C/C=C(C1=CC=C(O)C=C1)/C(C2=CC=C(O)C=C2)=C/C	Dienestrol	de597c	xOthers
V52_P3F5	V52	V52_P3F	P3F5	P3	Drug	Ticagrelor	Ticagrelor	GPCR/G Protein	Ticagrelor	B01AC24	B01AC	B01A	B01	B	"['(1S,2S,3R,5S)-3-(7-((1R,2S)-2-(3,4-Difluorophenyl)cyclopropylamino)-5-(propylthio)-3H-(1,2,3)triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol', 'Ticagrelor']"	O[C@H]1[C@@H](O)[C@H](N2N=NC3=C(N[C@H]4[C@H](C5=CC=C(F)C(F)=C5)C4)N=C(SCCC)N=C32)C[C@@H]1OCCO	Ticagrelor	fe9b00	xOthers
